Key,Summary,Status,Project,Current Size,Planned Size,Num of CPCRs/SWCRs,Fix Version/s,CSL Programs,Priority Score,Feature Type,Level
CSLPACB16-14990,SUMMARY REDACTED,Open,CSLP_ACB16,75,0,,"CSL_R8, CSL_R8_InCapacity",ACB16,1602,Program,0
CSLPACB16-14991,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1602,Team,1
CSLPACB16-15010,SUMMARY REDACTED,Open,CSLP_ACB16,30,30,,"CSL_R8, CSL_R8_InCapacity",ACB16,1602,Team,1
CSLPACB16-15461,SUMMARY REDACTED,Open,CSLP_ACB16,20,20,,"CSL_R8, CSL_R8_InCapacity",ACB16,1602,Team,1
CSLPACB16-14095,SUMMARY REDACTED,Open,CSLP_ACB16,15,15,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_InCapacity",ACB16,1602,Team,1
CSLPACB16-14095,SUMMARY REDACTED,Open,CSLP_ACB16,15,15,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_InCapacity",ACB16,1602,Team,0
CSLPACB20-43704,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1597,,0
CSLPACB20-43694,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1592,,0
CSLPACB20-43692,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1587,,0
CSLPACB16-15753,SUMMARY REDACTED,Open,CSLP_ACB16,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,0
CSLPACB16-15180,SUMMARY REDACTED,Open,CSLP_ACB16,13,13,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,0
CSLPACB16-14975,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,0
CSLPACB16-14813,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,0
CSLPACB16-14812,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,0
CSLPACB16-12789,SUMMARY REDACTED,Open,CSLP_ACB16,110,,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_InCapacity",ACB16,1583,Program,0
CSLPACB16-14106,SUMMARY REDACTED,In Progress,CSLP_ACB16,13,8,,"CSL_R6, CSL_R7, CSL_R7_InCapacity",ACB16,1583,Team,1
CSLPACB16-14812,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,1
CSLPACB16-14813,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,1
CSLPACB16-14975,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,1
CSLPACB16-15180,SUMMARY REDACTED,Open,CSLP_ACB16,13,13,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,1
CSLPACB16-15753,SUMMARY REDACTED,Open,CSLP_ACB16,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,1583,Team,1
CSLPACB16-14084,SUMMARY REDACTED,In Progress,CSLP_ACB16,19,19,,"CSL_R6, CSL_R7, CSL_R7_InCapacity",ACB16,944,Team,1
CSLPACB16-14085,SUMMARY REDACTED,In Progress,CSLP_ACB16,8,8,,"CSL_R6, CSL_R7, CSL_R7_InCapacity",ACB16,944,Team,1
CSLPACB16-14086,SUMMARY REDACTED,In Progress,CSLP_ACB16,9,9,,"CSL_R6, CSL_R7, CSL_R7_InCapacity",ACB16,944,Team,1
CSLPACB16-14105,SUMMARY REDACTED,In Progress,CSLP_ACB16,9,9,,"CSL_R6, CSL_R7, CSL_R7_InCapacity",ACB16,944,Team,1
CSLPACB20-3478,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,23,6,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R8",ADS Arch,1580,,0
CSLADS-39250,SUMMARY REDACTED,Open,CSL_ADS,23,5,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R7_InCapacity, CSL_R8, CSL_R6_CarryOver, CSL_R8_InCapacity",ADS Arch,1580,Product,1
CSLADS-40294,SUMMARY REDACTED,Open,CSL_ADS,22,8,,"CSL_R6, CSL_R7, CSL_R6_OutOfCapacity, CSL_R7_InCapacity, CSL_R8, CSL_R8_InCapacity",ADS Arch,1580,Team,2
CSLADS-40655,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R6, CSL_R7, CSL_R7_InCapacity, CSL_R8, CSL_R6_CarryOver, CSL_R8_InCapacity",ADS Arch,1580,Team,2
CSLPACB20-43683,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1578,,0
CSLPACB20-43686,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1573,,0
CSLPBMD-1656,SUMMARY REDACTED,Open,CSLP_BMD51,96,0,,CSL_R8,BMD 5.1,1568,,0
CSLSPY-94449,SUMMARY REDACTED,Open,CSL_SPY,36,5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Product,1
CSLSPY-96793,SUMMARY REDACTED,Open,CSL_SPY,36,36,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Team,2
AFMSCSLSPY-5848,SUMMARY REDACTED,Open,AFMS_CSL_SPY,8,8,0,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,,1
CSLOASIS-15043,SUMMARY REDACTED,Open,CSL_OASIS,2,2,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Product,1
CSLOASIS-15889,SUMMARY REDACTED,Open,CSL_OASIS,2,2,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Team,2
CSLCND-53752,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Product,1
CSLCND-54918,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Team,2
CSLADS-55553,SUMMARY REDACTED,Open,CSL_ADS,1,5,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1568,Product,1
CSLADS-56188,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1568,Team,2
CSLSYSINTT-12826,SUMMARY REDACTED,Open,CSL_SysIntTest,0,0,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Product,1
CSLSYSINTT-13576,SUMMARY REDACTED,Open,CSL_SysIntTest,0,0,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,,Team,2
CSLWCS-43106,SUMMARY REDACTED,Open,CSL_WCS,39,30,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1568,Product,1
CSLWCS-43830,SUMMARY REDACTED,Open,CSL_WCS,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1568,Team,2
CSLWCS-43853,SUMMARY REDACTED,Open,CSL_WCS,31,31,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Team,2
CSLCND-54918,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1568,Team,1
CSLPACB20-43693,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1563,,0
CSLPACB16-15455,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1558,Team,0
CSLPACB16-14958,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1558,Team,0
CSLPACB16-12790,SUMMARY REDACTED,Open,CSLP_ACB16,36,,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_OutOfCapacity",ACB16,1558,Program,0
CSLPACB16-14958,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1558,Team,1
CSLPACB16-15455,SUMMARY REDACTED,Open,CSLP_ACB16,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1558,Team,1
CSLPACB16-14067,SUMMARY REDACTED,Open,CSLP_ACB16,8,5,,"CSL_R7, CSL_R7_InCapacity",ACB16,928,Team,1
CSLPACB16-14118,SUMMARY REDACTED,In Progress,CSLP_ACB16,8,8,,"CSL_R7, CSL_R7_InCapacity",ACB16,928,Team,1
CSLPACB20-43680,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1553,,0
CSLPACB20-43687,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1549,,0
CSLP9ON8-587,SUMMARY REDACTED,Open,CSLP_9on8,39,0,,CSL_R8,9A.2B,1544,,0
CSLSPY-93835,SUMMARY REDACTED,Open,CSL_SPY,5,5,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
CSLSPY-96000,SUMMARY REDACTED,Open,CSL_SPY,2,2,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
CSLSPY-96641,SUMMARY REDACTED,Open,CSL_SPY,2,2,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
CSLSPY-96733,SUMMARY REDACTED,Open,CSL_SPY,1,1,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
ORTS-36928,SUMMARY REDACTED,Open,CSL_ORTS,4,3,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
ORTS-38361,SUMMARY REDACTED,Open,CSL_ORTS,4,4,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
AFMSCSLWCS-3287,SUMMARY REDACTED,Open,AFMS_CSL_WCS,1,1,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,,1
AFMSCSLCND-3897,SUMMARY REDACTED,Open,AFMS_CSL_CND,5,5,,"CSL_R8, CSL_R8_OutofCapacity",9A.2B,1544,,1
CSLWCS-42710,SUMMARY REDACTED,Open,CSL_WCS,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",9A.2B,1544,Product,1
CSLCND-53675,SUMMARY REDACTED,Open,CSL_CND,2,2,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
CSLCND-54625,SUMMARY REDACTED,Open,CSL_CND,2,2,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
CSLADS-55498,SUMMARY REDACTED,Open,CSL_ADS,9,6,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
CSLADS-56533,SUMMARY REDACTED,Open,CSL_ADS,5,5,,CSL_R8,9A.2B,1544,Team,2
CSLADS-56581,SUMMARY REDACTED,Open,CSL_ADS,4,4,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
CSLACI-40240,SUMMARY REDACTED,Open,CSL_ACI,1,3,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
CSLACI-41038,SUMMARY REDACTED,Open,CSL_ACI,1,1,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Team,2
CSLSYSINTT-13029,SUMMARY REDACTED,Open,CSL_SysIntTest,7,7,,"CSL_R8, CSL_R8_InCapacity",9A.2B,1544,Product,1
CSLP9ON8-568,SUMMARY REDACTED,Open,CSLP_9on8,77.5,0,,CSL_R8,9o8,1539,,0
CSLSPY-93857,SUMMARY REDACTED,Open,CSL_SPY,4.5,4,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
CSLSPY-95984,SUMMARY REDACTED,Open,CSL_SPY,0.5,0.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
CSLSPY-96642,SUMMARY REDACTED,Open,CSL_SPY,3.5,3.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
CSLSPY-96735,SUMMARY REDACTED,Open,CSL_SPY,0.5,0.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
ORTS-36919,SUMMARY REDACTED,Open,CSL_ORTS,0,0,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
ORTS-38359,SUMMARY REDACTED,Open,CSL_ORTS,0,0,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
AFMSCSLCND-3892,SUMMARY REDACTED,Open,AFMS_CSL_CND,0,0,5,"CSL_R8, CSL_R8_OutofCapacity",9o8,1539,,1
CSLWCS-42816,SUMMARY REDACTED,Open,CSL_WCS,61,4,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
CSLWCS-43503,SUMMARY REDACTED,Open,CSL_WCS,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",Multiple CSL Programs,1631,Team,2
CSLWCS-43884,SUMMARY REDACTED,Open,CSL_WCS,21,21,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,422,Team,2
CSLWCS-43668,SUMMARY REDACTED,Open,CSL_WCS,40,40,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,400,Team,2
CSLCND-53695,SUMMARY REDACTED,Open,CSL_CND,0.5,4,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
CSLCND-54626,SUMMARY REDACTED,Open,CSL_CND,0.5,0.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
CSLADS-55485,SUMMARY REDACTED,Open,CSL_ADS,3.5,3.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
CSLADS-56336,SUMMARY REDACTED,Open,CSL_ADS,3.5,3.5,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
CSLACI-40389,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Product,1
CSLACI-40990,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",9o8,1539,Team,2
CSLPACB20-43685,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1534,,0
CSLPACB20-43689,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1524,,0
CSLPACB20-43676,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1519,,0
CSLPACB16-12792,SUMMARY REDACTED,Open,CSLP_ACB16,74,,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_OutOfCapacity",ACB16,1515,Program,0
CSLCND-49706,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",ACB16,1515,Product,1
CSLCND-51574,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",ACB16,1515,Team,2
CSLADS-48655,SUMMARY REDACTED,Open,CSL_ADS,62,45,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_InCapacity",ACB16,1515,Product,1
CSLADS-56447,SUMMARY REDACTED,Open,CSL_ADS,50,50,,"CSL_R8, CSL_R8_InCapacity",ACB16,1515,Team,2
CSLADS-49879,SUMMARY REDACTED,Closed,CSL_ADS,0,9,,"CSL_R7, CSL_R7_OutOfCapacity",ACB16,896,Team,2
CSLADS-49880,SUMMARY REDACTED,Closed,CSL_ADS,0,6,,"CSL_R7, CSL_R7_OutOfCapacity",ACB16,896,Team,2
CSLADS-49881,SUMMARY REDACTED,Open,CSL_ADS,6,6,,"CSL_R7, CSL_R7_InCapacity",ACB16,896,Team,2
CSLADS-49882,SUMMARY REDACTED,Open,CSL_ADS,6,6,,"CSL_R7, CSL_R7_InCapacity",ACB16,896,Team,2
CSLOASIS-15974,SUMMARY REDACTED,Open,CSL_OASIS,5,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,1515,Product,1
CSLOASIS-16028,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",ACB16,1515,Team,2
CSLADS-19833,SUMMARY REDACTED,Resolved,CSL_ADS,0,20,,"CSL_R5, CSL_R6, CSL_R7, CSL_R7_OutOfCapacity",ACB16,896,Product,1
CSLADS-41173,SUMMARY REDACTED,Resolved,CSL_ADS,0,10,,"CSL_R7, CSL_R7_OutOfCapacity",ACB16,896,Team,2
CSLPACB20-43673,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1510,,0
CSLPACB20-43672,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1505,,0
CSLPBMD-1657,SUMMARY REDACTED,Open,CSLP_BMD51,46,0,,CSL_R8,BMD 5.1,1500,,0
ORTS-37016,SUMMARY REDACTED,Open,CSL_ORTS,2,1.4,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1500,Product,1
ORTS-38381,SUMMARY REDACTED,Open,CSL_ORTS,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1500,Team,2
CSLSPY-94448,SUMMARY REDACTED,Open,CSL_SPY,4,15,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1500,Product,1
CSLSPY-95944,SUMMARY REDACTED,Open,CSL_SPY,4,4,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Team,2
CSLSPY-96115,SUMMARY REDACTED,Open,CSL_SPY,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,1500,Team,2
CSLMP-45510,SUMMARY REDACTED,Open,CSL_MP,3,3,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Product,1
CSLMP-46554,SUMMARY REDACTED,Open,CSL_MP,3,3,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Team,2
CSLCND-53753,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Product,1
CSLCND-54981,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Team,2
CSLSYSINTT-12827,SUMMARY REDACTED,Open,CSL_SysIntTest,4,4,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Product,1
CSLSYSINTT-13577,SUMMARY REDACTED,Open,CSL_SysIntTest,4,4,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,,Team,2
CSLWCS-43107,SUMMARY REDACTED,Open,CSL_WCS,5,5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Product,1
CSLWCS-43770,SUMMARY REDACTED,Open,CSL_WCS,5,5,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,942,Team,2
CSLACI-40214,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Product,1
CSLACI-41013,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Team,2
CSLCND-54981,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,1500,Team,1
CSLPACB20-43674,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1495,,0
CSLPACB16-12793,SUMMARY REDACTED,Open,CSLP_ACB16,28.5,,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_OutOfCapacity",ACB16,1490,Program,0
ORTS-33828,SUMMARY REDACTED,Open,CSL_ORTS,7.5,3.5,,"CSL_R7, CSL_R8, CSL_R8_OutOfCapacity",ACB16,1490,Product,1
ORTS-34599,SUMMARY REDACTED,Open,CSL_ORTS,7.5,7.5,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",ACB16,1490,Team,2
CSLCND-49707,SUMMARY REDACTED,Open,CSL_CND,10,5,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_InCapacity",ACB16,1490,Product,1
CSLCND-51422,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_InCapacity",ACB16,1490,Team,2
CSLADS-48656,SUMMARY REDACTED,Open,CSL_ADS,11,13,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_OutOfCapacity",ACB16,1490,Product,1
CSLADS-49986,SUMMARY REDACTED,Open,CSL_ADS,8,8,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity",ACB16,1490,Team,2
CSLADS-56534,SUMMARY REDACTED,Open,CSL_ADS,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,1490,Team,2
CSLADS-56535,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,1490,Team,2
CSLPACB20-43681,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1485,,0
CSLPJ7-200,SUMMARY REDACTED,Open,CSLP_J7,,0,,CSL_R8,J7,1481,,0
CSLMP-45030,SUMMARY REDACTED,Open,CSL_MP,207,263,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Product,1
CSLMP-45975,SUMMARY REDACTED,Open,CSL_MP,35,35,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLMP-46534,SUMMARY REDACTED,Open,CSL_MP,30,30,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLMP-46726,SUMMARY REDACTED,Open,CSL_MP,29,29,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLMP-46952,SUMMARY REDACTED,Open,CSL_MP,24,24,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLMP-47021,SUMMARY REDACTED,Open,CSL_MP,44,44,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLMP-47305,SUMMARY REDACTED,Open,CSL_MP,45,45,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
ORTS-36969,SUMMARY REDACTED,Open,CSL_ORTS,0,5.5,,"CSL_R8, Build 26.a, CSL_R8_InCapacity",J7,1481,Product,1
ORTS-38488,SUMMARY REDACTED,Open,CSL_ORTS,0,0,,"CSL_R8, Build 26.a, CSL_R8_InCapacity",J7,1481,Team,2
CSLSPY-94052,SUMMARY REDACTED,Open,CSL_SPY,26.5,36,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Product,1
CSLSPY-95967,SUMMARY REDACTED,Open,CSL_SPY,8,8,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLSPY-96168,SUMMARY REDACTED,Open,CSL_SPY,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLSPY-96643,SUMMARY REDACTED,Open,CSL_SPY,7,7,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLSPY-96738,SUMMARY REDACTED,Open,CSL_SPY,7.5,7.5,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
AFMSCSLWCS-3352,SUMMARY REDACTED,Open,AFMS_CSL_WCS,0,0,5,"Build 27, CSL_R8, CSL_R8_InCapacity",J7,1481,,1
CSLACI-39789,SUMMARY REDACTED,Open,CSL_ACI,29,8,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLACI-41191,SUMMARY REDACTED,Open,CSL_ACI,12,12,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLACI-41300,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLACI-41333,SUMMARY REDACTED,Open,CSL_ACI,12,12,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
AFMSCSLADS-7811,SUMMARY REDACTED,Open,AFMS_CSL_ADS,0,0,35,"Build 26, CSL_R8, CSL_R8_OutOfCapacity",J7,1481,,1
AFMSCSLCND-3949,SUMMARY REDACTED,Open,AFMS_CSL_CND,0,0,15,"CSL_R8, CSL_R8_OutofCapacity",J7,1481,,1
AFMSCSLSPY-5815,SUMMARY REDACTED,Open,AFMS_CSL_SPY,0,0,5,"CSL_R8, CSL_R8_InCapacity",J7,1481,,1
CSLOASIS-15004,SUMMARY REDACTED,Open,CSL_OASIS,15,20,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLOASIS-15500,SUMMARY REDACTED,Open,CSL_OASIS,15,15,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLCND-53666,SUMMARY REDACTED,Open,CSL_CND,11,0,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLCND-54686,SUMMARY REDACTED,Open,CSL_CND,3,3,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLCND-54719,SUMMARY REDACTED,Open,CSL_CND,8,8,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLCND-54850,SUMMARY REDACTED,Open,CSL_CND,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLADS-55362,SUMMARY REDACTED,Open,CSL_ADS,70,70,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Product,1
CSLADS-55363,SUMMARY REDACTED,Open,CSL_ADS,,20,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Product,1
CSLADS-56448,SUMMARY REDACTED,Open,CSL_ADS,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLADS-56355,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLADS-56605,SUMMARY REDACTED,Open,CSL_ADS,,,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLADS-56268,SUMMARY REDACTED,Open,CSL_ADS,0,0,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Team,2
CSLADS-56269,SUMMARY REDACTED,Open,CSL_ADS,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",J7,1481,Team,2
CSLOASIS-15190,SUMMARY REDACTED,Open,CSL_OASIS,20,20,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLSYSINTT-12916,SUMMARY REDACTED,Open,CSL_SysIntTest,7,7,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLSYSINTT-13526,SUMMARY REDACTED,Open,CSL_SysIntTest,7,7,,"CSL_R8, CSL_R8_InCapacity",J7,,Team,2
CSLWCS-42856,SUMMARY REDACTED,Open,CSL_WCS,42,,,"CSL_R8, CSL_R8_InCapacity",J7,1481,Product,1
CSLWCS-43505,SUMMARY REDACTED,Open,CSL_WCS,42,42,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,1762,Team,2
CSLPACB20-43557,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1476,,0
CSLPACB20-43558,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,0,0,,CSL_R8,BL10,1471,,0
CSLPACB16-12794,SUMMARY REDACTED,Open,CSLP_ACB16,51,,,"CSL_R7, CSL_R8, CSL_R7_OutOfCapacity, CSL_R8_OutOfCapacity",ACB16,1466,Program,0
CSLCND-49708,SUMMARY REDACTED,Open,CSL_CND,4,3,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_InCapacity",ACB16,1466,Product,1
